sample_ship	sample_program	sample_stationid	Haul	Region	Detail_Location	Comment	object_date	object_time	object_lat	object_lon	sample_bottomdepth	object_depth_min	object_depth_max	sample	sample_tot_vol	acq_sub_part	object_annotation_hierarchy	object_annotation_category	object_annotation_person_name	Number	sample_id	object_id	object_area	object_major	object_minor	object_area_exc	process_particle_pixel_size_mm
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	200	500	54_n3	76	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Metridinidae>Metridia>Metridia longa>CIVstage	CIVstage<Metridia longa	Astrid Cornils	4	54_n3_kl	NA	8442	165.7	65	8338	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	200	500	75_n3	77	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Metridinidae>Metridia>Metridia longa>CIVstage	CIVstage<Metridia longa	Astrid Cornils	1	75_n3_kl	NA	9152	181.8333333	63.8	8751.666667	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	500	900	127_n1	110	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria	Cnidaria<Metazoa	Astrid Cornils	1	127_n1_kl	NA	5326	88.1	77	5303	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	1000	1500	44_n1	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria	Cnidaria<Metazoa	Astrid Cornils	1	44_n1_gr	NA	31455	252.2	158.8	31157	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria	Cnidaria<Metazoa	Astrid Cornils	1	44_n2_kl	NA	11157	135.7	104.7	11112	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	200	500	44_n3	75	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria	Cnidaria<Metazoa	Astrid Cornils	1	44_n3_kl	NA	4431	94.5	59.7	4430	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	50	200	71_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria	Cnidaria<Metazoa	Astrid Cornils	1	71_n4_gr	NA	1424	45.6	39.8	1424	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	500	1000	75_n2	143	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria	Cnidaria<Metazoa	Astrid Cornils	1	75_n2_gr	NA	8679	134.6	82.1	6900	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	200	500	39_n3	71	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda	Copepoda	Astrid Cornils	1	39_n3_gr	NA	4068	95.1	54.5	4025	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	300	500	71_n2	52	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda	Copepoda	Astrid Cornils	1	71_n2_kl	NA	2545	106.7	30.4	2536	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	200	300	71_n3	23	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda	Copepoda	Astrid Cornils	1	71_n3_kl	NA	2545	106.7	30.4	2536	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	500	900	127_n1	110	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	12	127_n1_gr	NA	28107.16692	314.8782542	113.4454824	27836.90965	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	200	500	127_n2	82	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	12	127_n2_gr	NA	28323.7444	316.0231343	113.8320896	27979.0597	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	100	200	127_n3	26	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	10	127_n3_gr	NA	29441.45299	323.1803419	115.6649573	28986.93162	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	0	50	127_n5	12	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	11	127_n5_gr	NA	27321.12121	311.9474747	111.1326599	26809.31313	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	500	1000	19_n2	116	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	1	19_1000_n2	NA	27415.03846	311.8557692	111.8576923	27217.11538	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	500	1000	35_n2	134	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	1	35_1000_n2	NA	26614.42857	320.2	105.1	26313.14286	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	500	1000	39_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	1	39_n2_gr	NA	27774	321.05	110.6	27516.75	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	200	500	39_n3	71	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	5	39_n3_gr	NA	28030.77922	312.6103896	113.7142857	27631.19481	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	50	200	39_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	19	39_n4_gr	NA	28538.6875	318.07125	113.76875	28239.40625	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	0	50	39_n5	13	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	18	39_n5_gr	NA	26369.24682	308.9903308	108.2145038	25974.42239	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	1	44_n2_gr	NA	26419.4125	305.15875	109.86875	26212.15	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	200	500	44_n3	75	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	121	44_n3_gr	NA	28544.33287	316.9613037	114.4403606	28206.91123	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	50	200	44_n4	37.5	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	2	44_n4_gr	NA	29147.24194	319.9645161	115.8322581	28890.54839	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	0	50	44_n5	12.5	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	42	44_n5_gr	NA	28394.57806	317.221519	114.0649789	27811.92827	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	0	50	44_n5	12.5	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	1	44_n5_kl	NA	28394.57806	317.221519	114.0649789	27811.92827	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	1000	1500	54_n1	140	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	1	54_n1_gr	NA	26948.63636	308.9454545	110.6181818	26844.27273	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	500	1000	54_n2	134	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	10	54_n2_gr	NA	28813.62745	317.3403922	115.3568627	28451.44314	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	200	500	54_n3	76	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	23	54_n3_gr	NA	29238.15146	316.453012	117.5745267	28803.37694	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	50	200	54_n4	40	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	17	54_n4_gr	NA	28689.68	319.217	113.931	28331.77	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	0	50	54_n5	12	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>CVstage	CVstage<Calanus	Astrid Cornils	12	54_n5_gr	NA	25930.61905	307.1684524	106.9255952	25469.56548	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	500	1000	35_n2	134	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>Calanus hyperboreus>CVstage	CVstage<Calanus hyperboreus	Astrid Cornils	1	35_1000_n2	NA	88731.22222	537.5777778	211.3666667	85078.11111	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	500	1000	39_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>Calanus hyperboreus>CVstage	CVstage<Calanus hyperboreus	Astrid Cornils	1	39_n2_gr	NA	82315.57143	527.1857143	197.7571429	79386.57143	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	200	500	39_n3	71	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>Calanus hyperboreus>CVstage	CVstage<Calanus hyperboreus	Astrid Cornils	2	39_n3_gr	NA	83239.625	521.775	202.3625	80797.5	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	0	50	39_n5	13	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>Calanus hyperboreus>CVstage	CVstage<Calanus hyperboreus	Astrid Cornils	2	39_n5_gr	NA	85792	527.3037037	206.3925926	81606.77778	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>Calanus hyperboreus>CVstage	CVstage<Calanus hyperboreus	Astrid Cornils	4	44_n2_gr	NA	81290.34	537.892	191.962	79295.66	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	1000	1500	54_n1	140	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>Calanus hyperboreus>CVstage	CVstage<Calanus hyperboreus	Astrid Cornils	3	54_n1_gr	NA	86704.6	555.3953846	198.1	84219.61538	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	500	1000	54_n2	134	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>Calanus hyperboreus>CVstage	CVstage<Calanus hyperboreus	Astrid Cornils	3	54_n2_gr	NA	84365.05556	546.1	196.4	81358.16667	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	0	50	71_n5	14	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>Calanus hyperboreus>CVstage	CVstage<Calanus hyperboreus	Astrid Cornils	2	71_n5_gr	NA	86368.33333	524.4555556	211.0222222	81068.22222	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	0	50	75_n5	8	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus>Calanus hyperboreus>CVstage	CVstage<Calanus hyperboreus	Astrid Cornils	1	75_n5_gr	NA	86623.37209	521.2837209	212.3046512	80454.30233	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	200	500	127_n2	82	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Metridinidae>Metridia>Metridia longa>CVstage	CVstage<Metridia longa	Astrid Cornils	1	127_n2_gr	NA	17893.35484	261.516129	86.87419355	17364.93548	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	100	200	127_n3	26	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Metridinidae>Metridia>Metridia longa>CVstage	CVstage<Metridia longa	Astrid Cornils	1	127_n3_gr	NA	20448.90909	265.0272727	97.77272727	19556.72727	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	500	1000	39_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Metridinidae>Metridia>Metridia longa>CVstage	CVstage<Metridia longa	Astrid Cornils	3	39_n2_gr	NA	16549.07692	244.1538462	86.24615385	16189.30769	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	200	500	39_n3	71	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Metridinidae>Metridia>Metridia longa>CVstage	CVstage<Metridia longa	Astrid Cornils	4	39_n3_gr	NA	17533.23214	253.2660714	87.96428571	17035.82143	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	50	200	39_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Metridinidae>Metridia>Metridia longa>CVstage	CVstage<Metridia longa	Astrid Cornils	1	39_n4_gr	NA	16973.44444	267.6888889	80.93333333	16624.88889	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	200	500	44_n3	75	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Metridinidae>Metridia>Metridia longa>CVstage	CVstage<Metridia longa	Astrid Cornils	5	44_n3_gr	NA	18377.63636	256.6018182	91.23090909	17847.92727	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	50	200	44_n4	37.5	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Metridinidae>Metridia>Metridia longa>CVstage	CVstage<Metridia longa	Astrid Cornils	1	44_n4_gr	NA	18626.31429	259.6257143	90.89428571	18370.48571	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	300	500	71_n2	52	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Metridinidae>Metridia>Metridia longa>CVstage	CVstage<Metridia longa	Astrid Cornils	2	71_n2_gr	NA	16019.42857	250.6857143	81.44285714	15603.91429	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	500	900	127_n1	110	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	9	127_n1_gr	NA	117364.3107	922.6194175	115.3893204	116883.6311	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	500	900	127_n1	110	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	13	127_n1_kl	NA	5167.086957	154.0826087	42.43043478	5097.26087	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	200	500	127_n2	82	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	20	127_n2_gr	NA	78189.63902	958.3565854	91.48780488	77652.61463	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	200	500	127_n2	82	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	1	127_n2_kl	NA	43410.33333	501.5	93.96666667	42755.33333	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	100	200	127_n3	26	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	9	127_n3_gr	NA	40178.2	715.6738462	58.60615385	39555.81538	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	50	100	127_n4	14	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	3	127_n4_gr	NA	20972.41429	548.3271429	42.82142857	20764.48571	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	50	100	127_n4	14	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	1	127_n4_kl	NA	6596	139.6	60.2	6596	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	0	50	127_n5	12	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	6	127_n5_gr	NA	31637.97297	562.827027	47.98378378	31405.21622	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	500	1000	19_n2	116	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	1	19_1000_n2	NA	270545.8333	1822.33	170.2066667	269900.7333	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	500	1000	19_n2	116	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	5	19_500_n2	NA	6547.931818	229.8545455	37.12045455	6524.659091	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	200	500	19_n3	68	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	1	19_500_n3	NA	7203.150943	243.1188679	30.4754717	7158.207547	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	50	200	19_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	2	19_500_n4	NA	5200.263158	215.7263158	31.92631579	5051.315789	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	0	50	19_n5	6	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	2	19_500_n5	NA	12445.40741	316.3518519	49.37777778	11920.81481	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	500	1000	35_n2	134	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	1	35_1000_n2	NA	155652.6333	1269.65	116.76	154508.6	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	500	1000	35_n2	134	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	1	35_64_n2	NA	4382.8	148.1	36.54	4370.8	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	500	1000	39_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	9	39_n2_gr	NA	61505.7037	638.7740741	64.81234568	61392.09877	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	500	1000	39_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	2	39_n2_kl	NA	3835.861111	167.6138889	31.50555556	3813.888889	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	200	500	39_n3	71	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	15	39_n3_gr	NA	74136.60714	863.6625	82.54196429	73429.34821	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	200	500	39_n3	71	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	1	39_n3_kl	NA	4096	165.5	31.5	4044	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	50	200	39_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	9	39_n4_gr	NA	31968.01667	607.795	53.6	31595.53333	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	0	50	39_n5	13	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha>Phragmophora>Eukrohniidae>Eukrohnia>Eukrohnia hamata	Eukrohnia hamata	Astrid Cornils	2	39_n5_gr	NA	31377.2	682.8	56.84	31166.4	0.0106
