sample_ship	sample_program	sample_stationid	Haul	Region	Detail_Location	Comment	object_date	object_time	object_lat	object_lon	sample_bottomdepth	object_depth_min	object_depth_max	sample	sample_tot_vol	acq_sub_part	object_annotation_hierarchy	object_annotation_category	object_annotation_person_name	Number	sample_id	object_id	object_area	object_major	object_minor	object_area_exc	process_particle_pixel_size_mm
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Aetideidae	Aetideidae	Astrid Cornils	2	44_n2_gr	NA	33497.5	301.17	131.64	29232.3	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	1000	1500	54_n1	140	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Aetideidae	Aetideidae	Astrid Cornils	1	54_n1_gr	NA	16457.84615	208.6423077	90.35384615	15855.5	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	200	500	54_n3	76	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Aetideidae	Aetideidae	Astrid Cornils	1	54_n3_gr	NA	18173.98077	221.2769231	94.76538462	17407.88462	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	200	500	54_n3	76	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Aetideidae	Aetideidae	Astrid Cornils	1	54_n3_kl	NA	2493.210526	79.44210526	39.41578947	2471.157895	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	1000	1500	54_n1	140	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Aetideidae>Aetideopsis>Aetideopsis rostrata	Aetideopsis rostrata	Astrid Cornils	1	54_n1_gr	NA	33024	318.6	132	32382	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	200	500	127_n2	82	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Trachymedusae>Rhopalonematidae>Aglantha>Aglantha digitale	Aglantha digitale	Astrid Cornils	1	127_n2_gr	NA	444800	905.175	569.4285714	359011.5357	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	500	1000	39_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Cnidaria>Hydrozoa>Trachylina>Trachymedusae>Rhopalonematidae>Aglantha>Aglantha digitale	Aglantha digitale	Astrid Cornils	1	39_n2_gr	NA	444800	905.175	569.4285714	359011.5357	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	1000	1500	44_n1	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Augaptilidae	Augaptilidae	Astrid Cornils	1	44_n1_gr	NA	23812.3	237.87	112.07	22847	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	200	500	127_n2	82	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	127_n2_kl	NA	936.1707317	48.44878049	24.44878049	921.5121951	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	50	100	127_n4	14	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	127_n4_kl	NA	931.1730769	50.49230769	23.26923077	928.1538462	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	0	50	127_n5	12	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	4	127_n5_kl	NA	887.220339	49.6559322	22.68813559	886.0847458	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	1000	1500	19_n1	110	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	3	19_64_n1	NA	897.04	47.586	23.819	893.69	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	1000	1500	19_n1	110	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	1	19_n1_64_150	NA	420.4538462	32.33	16.28923077	419.9615385	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	50	200	19_n4	35	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	19_64_n4	NA	962.816092	48.31954023	25.06091954	960.8735632	0.0106
Polarstern	PS78	PS78_025	3	Fram Strait	25	NA	20110626	125200	78.832333	7.002667	1465.5	500	1000	25_n2	138	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	25_n2_64	NA	737.6984733	42.48969466	20.74770992	734.6374046	0.0106
Polarstern	PS78	PS78_025	3	Fram Strait	25	NA	20110626	125200	78.832333	7.002667	1465.5	500	1000	25_n2	138	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	1	25_n2_64_150	NA	405.4864865	32.54594595	15.8972973	404.5675676	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	1000	1500	35_n1	134	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	3	35_64_n1	NA	1029.076923	48.87802198	26.15164835	1025.681319	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	50	200	35_n4	40	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	35_64_n4	NA	956.8811189	52.05979021	23.16783217	954.6608392	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	0	50	35_n5	12	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	4	35_64_n5	NA	855.6291391	49.90463576	21.71854305	853.6953642	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	1000	1500	39_n1	135	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	3	39_n1_kl	NA	1018.786885	50.57213115	25.46229508	1016.065574	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	200	500	39_n3	71	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	1	39_n3_gr	NA	1158.111111	57.23333333	25.73333333	1154.888889	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	200	500	39_n3	71	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	39_n3_kl	NA	923.030303	48.88939394	23.83636364	919.969697	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	50	200	39_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	5	39_n4_kl	NA	847.0777778	48.95111111	21.97333333	845.7333333	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	0	50	39_n5	13	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	39_n5_kl	NA	792.6610169	47.64237288	21.35423729	791.8644068	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	1000	1500	44_n1	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	44_n1_kl	NA	894.2268908	48.09159664	23.45462185	889.2268908	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	1000	1500	44_n1	125	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	44_n1_kl_150	NA	406.6830601	32.3442623	15.82076503	406.0765027	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	11	44_n2_kl	NA	887.1695906	47.79239766	23.49064327	884.7251462	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	1	44_n2_kl_150	NA	369.0325444	32.1535503	14.36508876	368.4674556	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	200	500	44_n3	75	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	1	44_n3_gr	NA	1209.6	57.28	26.61	1206.3	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	200	500	44_n3	75	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	3	44_n3_kl	NA	873.7123288	48.65205479	22.56849315	871.0273973	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	0	50	44_n5	12.5	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	1	44_n5_kl	NA	828.8085106	46.66382979	22.55957447	823.4893617	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	1000	1500	54_n1	140	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	54_n1_gr	NA	768.5	43.375	23.025	767.75	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	50	200	54_n4	40	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	1	54_n4_kl	NA	972.1666667	52.7	24.1	971.5	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	0	50	54_n5	12	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	3	54_n5_kl	NA	848.5111111	47.78222222	22.68444444	846.9333333	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	0	50	54_n5	12	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	54_n5_kl_150	NA	417.6417112	33.24545455	15.82459893	417.3101604	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	0	50	71_n5	14	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	7	71_n5_kl	NA	861.6883117	48.44415584	22.61688312	859.6363636	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	0	50	71_n5	14	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>badfocus	badfocus<Copepoda	Astrid Cornils	2	71_n5_kl_150	NA	407.4404762	32.8765873	15.63650794	407.2380952	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	500	900	127_n1	110	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Bivalvia	Bivalvia<Mollusca	Astrid Cornils	1	127_n1_kl	NA	799.8333333	33.7	29.4	799.5	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	0	50	44_n5	12.5	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Mollusca>Bivalvia	Bivalvia<Mollusca	Astrid Cornils	1	44_n5_kl	NA	799.8333333	33.7	29.4	799.5	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	500	900	127_n1	110	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	8	127_n1_kl	NA	1555.444444	61.36666667	31.78888889	1516.111111	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	200	500	127_n2	82	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	2	127_n2_gr	NA	2057	74.8	35	1862	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	100	200	127_n3	26	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	127_n3_kl	NA	1985	64.1	39.4	1973	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	1000	1500	19_n1	110	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	3	19_1000_n1	NA	5684.875	126.55	55.4	5658.25	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	1000	1500	19_n1	110	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	2	19_64_n1	NA	1427.068966	62.51724138	28.47413793	1422.086207	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	1000	1500	19_n1	110	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	19_n1_64_150	NA	528.8125	37.3625	18.00625	528.1875	0.0106
Polarstern	PS78	PS78_019	5	Fram Strait	19	NA	20110625	182200	78.837333	6.018833	2462	500	1000	19_n2	116	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	2	19_64_n2	NA	1338.909091	58.1	28.84545455	1336.454545	0.0106
Polarstern	PS78	PS78_025	3	Fram Strait	25	NA	20110626	125200	78.832333	7.002667	1465.5	50	200	25_n4	42	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	25_n4_1000	NA	4353	128.5	43.1	4270	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	500	1000	35_n2	134	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	35_500_n2	NA	4611.5	114.775	50.9	4540.75	0.0106
Polarstern	PS78	PS78_035	2	Fram Strait	35	NA	20110628	41900	78.8335	3.997833	2393.5	500	1000	35_n2	134	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	3	35_64_n2	NA	1222.692308	52.11538462	29.77692308	1214.615385	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	1000	1500	39_n1	135	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	39_n1_kl	NA	2299.72	71.796	39.748	2293.84	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	1000	1500	39_n1	135	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	39_n1_kl_150	NA	522.2142857	36.56071429	18.125	521.8214286	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	500	1000	39_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	39_n2_kl	NA	1636.769231	64.8	31.20769231	1632.307692	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	200	500	39_n3	71	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	39_n3_kl	NA	1793.875	68.975	33.1	1790.5	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	1000	1500	44_n1	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	2	44_n1_kl	NA	1772.809524	69.24285714	31.54285714	1766.142857	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	44_n2_kl	NA	1439.666667	60.9	29.5	1427.416667	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	1000	1500	54_n1	140	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	2	54_n1_kl	NA	1707.190476	62.15714286	33.98571429	1696.380952	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	200	500	54_n3	76	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	2	54_n3_kl	NA	2041.7	71.11	36.19	2006.2	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	300	500	71_n2	52	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	2	71_n2_kl_150	NA	534.5	32.75714286	20.82142857	534.0714286	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	50	200	71_n4	35	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	71_n4_kl_150	NA	488.7241379	33.15517241	18.79310345	488.4482759	0.0106
Polarstern	PS78	PS78_071	5	Fram Strait	71	NA	20110704	93400	78.8335	-5.329333	721.5	0	50	71_n5	14	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	71_n5_kl_150	NA	508.8	36.32	17.76	508.6	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	1000	1500	75_n1	133	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	75_n1_gr	NA	5877	139.4	53.26666667	5862.333333	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	1000	1500	75_n1	133	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	5	75_n1_kl	NA	2111.8125	70.93125	36.01875	2098.5625	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	500	1000	75_n2	143	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	6	75_n2_kl	NA	2233.631579	71.87894737	38.25789474	2207	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	50	200	75_n4	39	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida	Calanoida	Astrid Cornils	1	75_n4_kl_150	NA	578	35.1	20.9	578	0.0106
Polarstern	PS78	PS78_039	5	Fram Strait	39	NA	20110629	41200	78.838	1.7895	2558	0	50	39_n5	13	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus	Calanus	Astrid Cornils	2	39_n5_gr	NA	14155	176.9666667	93	13837.33333	0.0106
Polarstern	PS78	PS78_075	5	Fram Strait	75	NA	20110704	4700	78.8335	-3.894833	2006.5	1000	1500	75_n1	133	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>Calanoida>Calanidae>Calanus	Calanus	Astrid Cornils	1	75_n1_gr	NA	13245.19697	182.4348485	89.00909091	13018.45455	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	50	100	127_n4	14	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Malacostraca>Eumalacostraca>Euphausiacea>calyptopsis	calyptopsis<Euphausiacea	Astrid Cornils	1	127_n4_kl	NA	2095	92.6	28.8	2095	0.0106
Polarstern	PS78	PS78_127	7	Fram Strait	127	NA	20110710	132500	78.825	8.007667	1026.7	0	50	127_n5	12	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Malacostraca>Eumalacostraca>Euphausiacea>calyptopsis	calyptopsis<Euphausiacea	Astrid Cornils	1	127_n5_kl	NA	3566.714286	122.4714286	37.81428571	3562	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	2	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Malacostraca>Eumalacostraca>Euphausiacea>calyptopsis	calyptopsis<Euphausiacea	Astrid Cornils	1	44_n2_gr	NA	1775.5	62.35	36.7	1774	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	50	200	54_n4	40	8	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Malacostraca>Eumalacostraca>Euphausiacea>calyptopsis	calyptopsis<Euphausiacea	Astrid Cornils	1	54_n4_kl	NA	2617	104.2	31.75	2616	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	500	1000	44_n2	125	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha	Chaetognatha	Astrid Cornils	2	44_n2_kl_150	NA	755	44.2	21.7	755	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	200	500	44_n3	75	4	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha	Chaetognatha	Astrid Cornils	2	44_n3_kl_150	NA	755	44.2	21.7	755	0.0106
Polarstern	PS78	PS78_044	4	Fram Strait	44	NA	20110629	210000	78.835	0.078833	2631.2	0	50	44_n5	12.5	32	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha	Chaetognatha	Astrid Cornils	1	44_n5_kl_150	NA	755	44.2	21.7	755	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	200	500	54_n3	76	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha	Chaetognatha	Astrid Cornils	1	54_n3_kl_150	NA	891	69.6	16.3	889	0.0106
Polarstern	PS78	PS78_054	5	Fram Strait	54	NA	20110701	184700	78.832167	-1.982333	2715.2	0	50	54_n5	12	16	living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chaetognatha	Chaetognatha	Astrid Cornils	1	54_n5_kl_150	NA	891	69.6	16.3	889	0.0106
