object_id	image name	Area	Mean	StdDev	Min	Max	Major	Minor	Angle	Feret	Slice	FeretX	FeretY	FeretAngle	MinFeret	Length (pixel)	Length (mm)
54_n5_kl_d8_1_1_1162	54_n5_kl_d8_1_1_1162.jpg	105	151.971	14.255	133	227	0	0	0	104.547	1	83	73	21.903	0.177	104.547	1.1081982
54_n5_kl_d8_1_1_1166	54_n5_kl_d8_1_1_1166.jpg	40	180.825	19.088	152	231	0	0	0	39.217	1	14	24	19.359	0.097	39.217	0.4157002
54_n5_kl_d8_1_1_232	54_n5_kl_d8_1_1_232.jpg	40	213.05	12.617	196	255	0	0	0	39.357	1	12	21	117.216	0.148	39.357	0.4171842
54_n5_kl_d8_1_1_250	54_n5_kl_d8_1_1_250.jpg	43	207.977	10.707	194	235	0	0	0	42.012	1	12	38	38.234	0.171	42.012	0.4453272
54_n5_kl_d8_1_1_290	54_n5_kl_d8_1_1_290.jpg	120	143.467	33.335	112	255	0	0	0	91.586	1	23	95	58.392	29.842	119.521	1.2669226
54_n5_kl_d8_1_1_294	54_n5_kl_d8_1_1_294.jpg	43	202.512	9.31	188	223	0	0	0	42.755	1	13	28	169.216	0.161	42.755	0.453203
54_n5_kl_d8_1_1_435	54_n5_kl_d8_1_1_435.jpg	98	192.286	14.073	169	228	0	0	0	97.985	1	87	40	104.178	0.305	97.985	1.038641
54_n5_kl_d8_1_1_448	54_n5_kl_d8_1_1_448.jpg	95	182.863	15.62	147	226	0	0	0	94.557	1	41	118	17.86	0.231	94.557	1.0023042
54_n5_kl_d8_1_1_452	54_n5_kl_d8_1_1_452.jpg	129	202.186	16.925	165	231	0	0	0	128.016	1	79	244	0.895	0.234	128.016	1.3569696
54_n5_kl_d8_1_1_462	54_n5_kl_d8_1_1_462.jpg	89	201.91	26.333	162	240	0	0	0	79.429	1	15	18	100.886	20.012	88.988	0.9432728
54_n5_kl_d8_1_1_469	54_n5_kl_d8_1_1_469.jpg	83	178.855	22.85	147	255	0	0	0	82.28	1	67	33	106.232	0.334	82.28	0.872168
54_n5_kl_d8_1_1_481	54_n5_kl_d8_1_1_481.jpg	99	173.323	11.739	153	201	0	0	0	98.031	1	46	27	108.435	0.111	98.031	1.0391286
54_n5_kl_d8_1_1_496	54_n5_kl_d8_1_1_496.jpg	109	182.45	14.932	159	254	0	0	0	108.784	1	23	134	71.232	0.44	108.784	1.1531104
54_n5_kl_d8_1_1_63	54_n5_kl_d8_1_1_63.jpg	67	182.493	12.05	159	212	0	0	0	66.843	1	20	22	141.072	0.085	66.843	0.7085358
54_n5_kl_d8_1_1_770	54_n5_kl_d8_1_1_770.jpg	104	151.067	25.5	123	235	0	0	0	103.078	1	69	85	2.224	0.403	103.078	1.0926268
54_n5_kl_d8_1_1_800	54_n5_kl_d8_1_1_800.jpg	116	146.698	28.494	121	255	0	0	0	115.412	1	79	69	8.973	0.055	115.412	1.2233672
54_n5_kl_d8_1_1_937	54_n5_kl_d8_1_1_937.jpg	82	170.512	15.009	152	230	0	0	0	81.253	1	22	21	166.477	0.033	81.253	0.8612818
54_n5_kl_d8_1_150_1378	54_n5_kl_d8_1_150_1378.jpg	28	231.679	17.053	209	255	0	0	0	27.803	1	9	32	52.306	0.094	27.803	0.2947118
54_n5_kl_d8_1_150_1842	54_n5_kl_d8_1_150_1842.jpg	39	205.462	18.747	180	255	0	0	0	38.21	1	13	14	132.879	0.081	38.21	0.405026
54_n5_kl_d8_1_150_1936	54_n5_kl_d8_1_150_1936.jpg	105	175.086	12.832	152	210	0	0	0	104.695	1	62	54	107.223	0.408	104.695	1.109767
54_n5_kl_d8_1_150_2621	54_n5_kl_d8_1_150_2621.jpg	18	194.167	12.789	178	228	0	0	0	17.804	1	10	24	51.843	0.049	17.804	0.1887224
54_n5_kl_d8_1_150_2809	54_n5_kl_d8_1_150_2809.jpg	32	209.375	10.279	198	237	0	0	0	31.016	1	14	18	91.848	0.082	31.016	0.3287696
54_n5_kl_d8_1_150_2875	54_n5_kl_d8_1_150_2875.jpg	105	159.448	20.083	138	255	0	0	0	104.69	1	31	121	46.548	0.088	104.69	1.109714
54_n5_kl_d8_1_150_3160	54_n5_kl_d8_1_150_3160.jpg	38	207.974	23.945	180	255	0	0	0	37.483	1	10	17	9.211	0.138	37.483	0.3973198
54_n5_kl_d8_1_150_3489	54_n5_kl_d8_1_150_3489.jpg	18	198.389	10.556	185	229	0	0	0	17.804	1	15	19	141.843	0.049	17.804	0.1887224
54_n5_kl_d8_1_150_3541	54_n5_kl_d8_1_150_3541.jpg	107	159.523	13.559	141	230	0	0	0	106.569	1	74	66	18.605	0.195	106.569	1.1296314
54_n5_kl_d8_1_150_3549	54_n5_kl_d8_1_150_3549.jpg	42	183.881	19.024	155	238	0	0	0	41.11	1	9	24	18.435	0.047	41.11	0.435766
54_n5_kl_d8_1_150_3630	54_n5_kl_d8_1_150_3630.jpg	34	195.912	9.631	186	223	0	0	0	33.106	1	10	57	64.983	0.01	33.106	0.3509236
54_n5_kl_d8_1_150_823	54_n5_kl_d8_1_150_823.jpg	23	210.522	2.233	207	215	0	0	0	22.204	1	12	29	35.838	0.063	22.204	0.2353624
54_n5_kl_d8_1_150_856	54_n5_kl_d8_1_150_856.jpg	31	209.387	7.233	196	232	0	0	0	30.083	1	10	21	164.578	0.041	30.083	0.3188798
54_n5_kl_d8_2_1_1150	54_n5_kl_d8_2_1_1150.jpg	45	177.267	20.678	162	255	0	0	0	44.777	1	24	79	60.573	0.057	44.777	0.4746362
54_n5_kl_d8_2_1_1234	54_n5_kl_d8_2_1_1234.jpg	87	189.92	17.044	151	232	0	0	0	86.608	1	59	28	126.076	0.115	86.608	0.9180448
54_n5_kl_d8_2_1_327	54_n5_kl_d8_2_1_327.jpg	257	216.377	9.789	179	235	0	0	0	242.332	1	16	290	74.932	28.299	256.834	2.7224404
54_n5_kl_d8_2_1_491	54_n5_kl_d8_2_1_491.jpg	133	204.955	14.657	173	237	0	0	0	132.401	1	64	198	158.279	0.511	132.401	1.4034506
54_n5_kl_d8_2_1_54	54_n5_kl_d8_2_1_54.jpg	80	179.338	16.653	160	241	0	0	0	79.404	1	23	123	73.163	0.225	79.404	0.8416824
54_n5_kl_d8_2_1_57	54_n5_kl_d8_2_1_57.jpg	40	206.5	11.719	191	255	0	0	0	39.623	1	21	38	137.045	0.031	39.623	0.4200038
54_n5_kl_d8_2_1_649	54_n5_kl_d8_2_1_649.jpg	74	170.014	13.164	148	234	0	0	0	73.498	1	47	60	33.906	0.12	73.498	0.7790788
54_n5_kl_d8_2_1_741	54_n5_kl_d8_2_1_741.jpg	39	228.974	5.368	219	242	0	0	0	38.897	1	11	39	43.958	0.028	38.897	0.4123082
54_n5_kl_d8_2_1_755	54_n5_kl_d8_2_1_755.jpg	37	209.568	16.572	184	255	0	0	0	36.359	1	16	46	58.496	0.003	36.359	0.3854054
54_n5_kl_d8_2_1_839	54_n5_kl_d8_2_1_839.jpg	95	201.526	24.291	154	237	0	0	0	87.046	1	19	102	42.672	18.068	94.174	0.9982444
54_n5_kl_d8_2_1_875	54_n5_kl_d8_2_1_875.jpg	58	190.328	13.507	159	214	0	0	0	57.706	1	20	40	152.103	0.103	57.706	0.6116836
54_n5_kl_d8_2_1_876	54_n5_kl_d8_2_1_876.jpg	49	187.878	7.841	175	208	0	0	0	48.094	1	22	83	3.576	0.064	48.094	0.5097964
54_n5_kl_d8_2_1_933	54_n5_kl_d8_2_1_933.jpg	37	202.595	10.021	191	240	0	0	0	36.125	1	20	33	41.634	0.084	36.125	0.382925
54_n5_kl_d8_2_1_935	54_n5_kl_d8_2_1_935.jpg	82	191.232	14.532	165	228	0	0	0	81.413	1	57	143	62.176	0.25	81.413	0.8629778
54_n5_kl_d8_2_1_96	54_n5_kl_d8_2_1_96.jpg	37	197.027	15.593	178	232	0	0	0	36.401	1	13	44	52.815	0.117	36.401	0.3858506
54_n5_kl_d8_2_1_990	54_n5_kl_d8_2_1_990.jpg	56	133.393	41.261	78	236	0	0	0	55.714	1	27	18	111.038	0.036	55.714	0.5905684
71_n1_gr_d1_1_14	71_n1_gr_d1_1_14.jpg	583	178.238	33.878	105	236	0	0	0	582.718	1	298	832	68.454	0.466	582.718	6.1768108
71_n1_kl_d1_1_186	71_n1_kl_d1_1_186.jpg	62	159.871	32.587	113	241	0	0	0	61.522	1	114	94	82.528	0.031	61.522	0.6521332
71_n1_kl_d1_1_27	71_n1_kl_d1_1_27.jpg	77	150.351	14.454	124	192	0	0	0	76.896	1	65	92	20.556	0.075	76.896	0.8150976
71_n1_kl_d1_1_418	71_n1_kl_d1_1_418.jpg	29	163.483	34.14	133	255	0	0	0	28.16	1	22	117	6.116	0.057	28.16	0.298496
71_n1_kl_d1_1_558	71_n1_kl_d1_1_558.jpg	86	188.512	23.238	141	255	0	0	0	85.428	1	45	88	25.665	0.246	85.428	0.9055368
71_n1_kl_d1_1_596	71_n1_kl_d1_1_596.jpg	28	158.143	34.393	126	255	0	0	0	27.459	1	23	42	56.889	0.053	27.459	0.2910654
71_n1_kl_d1_1_603	71_n1_kl_d1_1_603.jpg	41	159.683	45.45	108	255	0	0	0	40.497	1	18	49	32.905	0.067	40.497	0.4292682
71_n1_kl_d1_1_630	71_n1_kl_d1_1_630.jpg	99	106.505	31.128	73	226	0	0	0	98.153	1	46	136	81.209	0.359	98.153	1.0404218
71_n1_kl_d1_1_94	71_n1_kl_d1_1_94.jpg	31	161.742	24.447	126	238	0	0	0	30.265	1	13	44	7.595	0.05	30.265	0.320809
71_n1_kl_d1_150_1432	71_n1_kl_d1_150_1432.jpg	25	172.16	37.015	139	240	0	0	0	24.083	1	42	20	94.764	0.099	24.083	0.2552798
71_n1_kl_d1_150_197	71_n1_kl_d1_150_197.jpg	27	181.593	31.83	154	255	0	0	0	26.907	1	20	14	138.013	0.006	26.907	0.2852142
71_n1_kl_d1_150_53	71_n1_kl_d1_150_53.jpg	25	157.88	18.742	131	222	0	0	0	24.515	1	21	51	11.768	0.099	24.515	0.259859
71_n1_kl_d1_150_604	71_n1_kl_d1_150_604.jpg	16	187.5	26.033	149	255	0	0	0	15.62	1	51	40	140.194	0.053	15.62	0.165572
71_n1_kl_d1_150_845	71_n1_kl_d1_150_845.jpg	15	162.533	29.374	127	219	0	0	0	14.142	1	56	30	81.87	0.032	14.142	0.1499052
71_n2_gr_d1_1_131	71_n2_gr_d1_1_131.jpg	87	148.471	43.78	97	238	0	0	0	86.145	1	64	52	93.327	0.26	86.145	0.913137
71_n2_gr_d1_1_132	71_n2_gr_d1_1_132.jpg	187	124.503	23.688	93	255	0	0	0	186.4	1	224	41	163.801	0.647	186.4	1.97584
71_n2_gr_d1_1_31	71_n2_gr_d1_1_31.jpg	254	149.646	20.7	123	242	0	0	0	253.103	1	81	163	21.801	0.877	253.103	2.6828918
71_n2_gr_d1_1_77	71_n2_gr_d1_1_77.jpg	1707	179.397	32.547	93	255	0	0	0	1697.094	1	280	1462	45.382	62.225	1706.049	18.0841194
71_n2_gr_d1_1_93	71_n2_gr_d1_1_93.jpg	89	142.281	36.806	104	231	0	0	0	88.238	1	29	58	141.442	0.09	88.238	0.9353228
71_n2_gr_d1_1_99	71_n2_gr_d1_1_99.jpg	83	163.108	25.726	132	219	0	0	0	82.377	1	33	57	10.491	0.012	82.377	0.8731962
71_n2_kl_d1_1_1139	71_n2_kl_d1_1_1139.jpg	177	212.254	22.423	143	255	0	0	0	157.842	1	43	112	32.583	32.234	176.58	1.871748
71_n2_kl_d1_1_1148	71_n2_kl_d1_1_1148.jpg	86	152.86	24.345	119	216	0	0	0	85.376	1	30	31	103.548	0.071	85.376	0.9049856
71_n2_kl_d1_1_12	71_n2_kl_d1_1_12.jpg	37	187.568	23.042	152	242	0	0	0	36.674	1	14	51	115.866	0.086	36.674	0.3887444
71_n2_kl_d1_1_524	71_n2_kl_d1_1_524.jpg	81	148.667	29.19	119	255	0	0	0	80.306	1	146	126	84.999	9.04E-04	80.306	0.8512436
71_n2_kl_d1_1_58	71_n2_kl_d1_1_58.jpg	84	165.893	23.01	125	211	0	0	0	83.522	1	44	144	73.301	0.29	83.522	0.8853332
71_n2_kl_d1_1_60	71_n2_kl_d1_1_60.jpg	42	184.667	15.912	161	208	0	0	0	41.629	1	14	30	114.102	0.074	41.629	0.4412674
71_n2_kl_d1_1_601	71_n2_kl_d1_1_601.jpg	53	142.057	18.236	117	193	0	0	0	52.393	1	49	95	156.371	0.118	52.393	0.5553658
71_n2_kl_d1_1_65	71_n2_kl_d1_1_65.jpg	84	150.107	27.794	114	213	0	0	0	83.63	1	43	22	153.741	0.352	83.63	0.886478
71_n2_kl_d1_1_902	71_n2_kl_d1_1_902.jpg	129	172.682	17.046	141	231	0	0	0	128.016	1	32	43	179.105	0.234	128.016	1.3569696
71_n2_kl_d1_1_915	71_n2_kl_d1_1_915.jpg	37	162.297	21.848	145	237	0	0	0	36.069	1	19	29	136.123	0.078	36.069	0.3823314
71_n2_kl_d1_150_1375	71_n2_kl_d1_150_1375.jpg	30	202.067	26.876	171	255	0	0	0	29.833	1	37	13	103.57	0.037	29.833	0.3162298
71_n2_kl_d1_150_1440	71_n2_kl_d1_150_1440.jpg	25	212.72	12.532	196	235	0	0	0	24.166	1	13	15	114.444	0.024	24.166	0.2561596
71_n2_kl_d1_150_1679	71_n2_kl_d1_150_1679.jpg	25	169.32	23.264	140	241	0	0	0	24.083	1	9	27	175.236	0.099	24.083	0.2552798
71_n2_kl_d1_150_367	71_n2_kl_d1_150_367.jpg	28	187.286	28.846	163	255	0	0	0	27.803	1	18	17	127.694	0.094	27.803	0.2947118
71_n2_kl_d1_150_381	71_n2_kl_d1_150_381.jpg	22	160.864	19.761	141	205	0	0	0	21.932	1	11	60	46.848	0.058	21.932	0.2324792
71_n3_gr_d1_1_20	71_n3_gr_d1_1_20.jpg	240	140.721	16.339	119	184	0	0	0	239.437	1	200	182	142.125	0.522	239.437	2.5380322
71_n3_kl_d1_1_276	71_n3_kl_d1_1_276.jpg	47	161.681	17.013	139	225	0	0	0	46.39	1	78	34	97.431	0.056	46.39	0.491734
71_n3_kl_d1_1_360	71_n3_kl_d1_1_360.jpg	62	153.435	25.507	127	255	0	0	0	61.008	1	39	33	179.061	0.065	61.008	0.6466848
71_n3_kl_d1_1_412	71_n3_kl_d1_1_412.jpg	40	200.225	17.521	154	234	0	0	0	39.013	1	13	20	91.469	0.021	39.013	0.4135378
71_n3_kl_d1_1_502	71_n3_kl_d1_1_502.jpg	45	170.378	20.845	140	240	0	0	0	44.688	1	25	65	49.538	0.029	44.688	0.4736928
71_n3_kl_d1_150_1507	71_n3_kl_d1_150_1507.jpg	39	215.103	7.362	202	232	0	0	0	38.079	1	12	29	29.932	0.046	38.079	0.4036374
71_n3_kl_d1_150_1545	71_n3_kl_d1_150_1545.jpg	25	184.24	18.315	159	223	0	0	0	24.042	1	15	32	73.072	0.03	24.042	0.2548452
71_n3_kl_d1_150_1552	71_n3_kl_d1_150_1552.jpg	33	211.03	13.095	191	242	0	0	0	32.14	1	12	22	95.356	0.081	32.14	0.340684
71_n3_kl_d1_150_1619	71_n3_kl_d1_150_1619.jpg	27	186.333	22.145	159	236	0	0	0	26.077	1	19	26	32.471	0.013	26.077	0.2764162
71_n3_kl_d1_150_341	71_n3_kl_d1_150_341.jpg	30	193.033	9.125	179	218	0	0	0	29.732	1	11	10	160.346	0.08	29.732	0.3151592
71_n4_gr_d1_1_44	71_n4_gr_d1_1_44.jpg	177	172.955	37.168	110	255	0	0	0	176.59	1	57	40	103.092	0.283	176.59	1.871854
71_n4_kl_d1_1_1177	71_n4_kl_d1_1_1177.jpg	31	169.065	21.704	130	202	0	0	0	30.676	1	25	42	70.974	0.014	30.676	0.3251656
71_n4_kl_d1_1_1461	71_n4_kl_d1_1_1461.jpg	191	146.482	21.276	115	228	0	0	0	190.129	1	90	86	106.815	0.615	190.129	2.0153674
71_n4_kl_d1_1_1503	71_n4_kl_d1_1_1503.jpg	51	148.137	23.64	130	240	0	0	0	50.249	1	22	30	95.711	0.185	50.249	0.5326394
71_n4_kl_d1_1_295	71_n4_kl_d1_1_295.jpg	45	153.422	24.394	122	239	0	0	0	44.418	1	15	56	31.185	0.143	44.418	0.4708308
71_n4_kl_d1_1_797	71_n4_kl_d1_1_797.jpg	30	158	30.717	121	238	0	0	0	29.411	1	15	35	72.181	0.093	29.411	0.3117566
71_n4_kl_d1_150_1231	71_n4_kl_d1_150_1231.jpg	17	140	14.387	123	182	0	0	0	16.155	1	8	24	21.801	0.056	16.155	0.171243
71_n4_kl_d1_150_1695	71_n4_kl_d1_150_1695.jpg	30	164.367	25.17	145	255	0	0	0	29.206	1	16	15	128.047	0.024	29.206	0.3095836
71_n4_kl_d1_150_1796	71_n4_kl_d1_150_1796.jpg	33	148.424	25.264	127	236	0	0	0	32.45	1	16	15	146.31	0.108	32.45	0.34397
71_n4_kl_d1_150_2205	71_n4_kl_d1_150_2205.jpg	21	169.048	19.808	157	240	0	0	0	20.616	1	17	20	14.036	0.013	20.616	0.2185296
71_n4_kl_d1_150_3321	71_n4_kl_d1_150_3321.jpg	33	157.606	19.468	140	226	0	0	0	32.062	1	11	22	93.576	0.043	32.062	0.3398572
71_n5_gr_d1_1_119	71_n5_gr_d1_1_119.jpg	492	141.488	29.271	104	255	0	0	0	491.652	1	304	445	5.954	0.394	491.652	5.2115112
71_n5_gr_d1_1_141	71_n5_gr_d1_1_141.jpg	61	154.033	33.306	117	255	0	0	0	60.133	1	95	92	176.186	0.195	60.133	0.6374098
71_n5_gr_d1_1_147	71_n5_gr_d1_1_147.jpg	591	133.584	21.848	94	231	0	0	0	590.557	1	522	288	136.166	1.714	590.557	6.2599042
71_n5_gr_d1_1_15	71_n5_gr_d1_1_15.jpg	66	197.485	23.666	165	255	0	0	0	65.46	1	23	32	145.582	0.093	65.46	0.693876
71_n5_gr_d1_1_154	71_n5_gr_d1_1_154.jpg	110	183.564	36.81	102	255	0	0	0	109.622	1	35	38	136.109	0.208	109.622	1.1619932
71_n5_gr_d1_1_158	71_n5_gr_d1_1_158.jpg	90	178.511	21.158	141	210	0	0	0	89.944	1	28	33	151.44	0.094	89.944	0.9534064
71_n5_gr_d1_1_162	71_n5_gr_d1_1_162.jpg	128	165.281	27.471	110	255	0	0	0	127.472	1	36	72	160.286	0.477	127.472	1.3512032
71_n5_gr_d1_1_165	71_n5_gr_d1_1_165.jpg	142	148.528	40.827	81	237	0	0	0	141.23	1	74	44	100.196	0.483	141.23	1.497038
71_n5_gr_d1_1_32	71_n5_gr_d1_1_32.jpg	135	207.741	13.382	183	235	0	0	0	134.826	1	66	156	49.814	0.439	134.826	1.4291556
71_n5_gr_d1_1_36	71_n5_gr_d1_1_36.jpg	97	147.134	41.81	100	255	0	0	0	96.664	1	36	88	24.444	0.095	96.664	1.0246384
71_n5_gr_d1_1_37	71_n5_gr_d1_1_37.jpg	48	193.396	17.224	166	236	0	0	0	47.011	1	31	14	156.161	0.132	47.011	0.4983166
71_n5_gr_d1_1_57	71_n5_gr_d1_1_57.jpg	117	178.598	29.864	121	255	0	0	0	116.846	1	109	101	119.197	0.403	116.846	1.2385676
71_n5_gr_d1_1_84	71_n5_gr_d1_1_84.jpg	103	196.495	17.084	177	255	0	0	0	102.489	1	32	127	84.401	0.178	102.489	1.0863834
71_n5_kl_d2_1_1_1047	71_n5_kl_d2_1_1_1047.jpg	39	172.641	27.843	141	255	0	0	0	38.601	1	13	16	143.427	0.049	38.601	0.4091706
71_n5_kl_d2_1_1_1191	71_n5_kl_d2_1_1_1191.jpg	51	177.863	15.569	164	236	0	0	0	50	1	52	39	16.26	0.209	50	0.53
71_n5_kl_d2_1_1_201	71_n5_kl_d2_1_1_201.jpg	15	226.067	5.351	219	237	0	0	0	14.213	1	15	35	50.711	0.052	14.213	0.1506578
71_n5_kl_d2_1_1_358	71_n5_kl_d2_1_1_358.jpg	85	197.235	44.78	119	244	0	0	0	83.439	1	20	88	45	5.657	84.208	0.8926048
71_n5_kl_d2_1_1_526	71_n5_kl_d2_1_1_526.jpg	36	192.139	16.465	166	233	0	0	0	35	1	11	17	0	0	35	0.371
71_n5_kl_d2_1_1_535	71_n5_kl_d2_1_1_535.jpg	42	190.429	17.702	168	255	0	0	0	41.437	1	32	33	19.747	0.179	41.437	0.4392322
71_n5_kl_d2_1_1_636	71_n5_kl_d2_1_1_636.jpg	40	167.025	15.325	148	210	0	0	0	39.699	1	17	17	130.914	0.059	39.699	0.4208094
71_n5_kl_d2_1_1_660	71_n5_kl_d2_1_1_660.jpg	24	189.542	18.971	162	235	0	0	0	23.431	1	64	53	39.806	0.08	23.431	0.2483686
71_n5_kl_d2_1_1_848	71_n5_kl_d2_1_1_848.jpg	56	197.518	14.984	176	255	0	0	0	55.362	1	30	45	20.072	0.069	55.362	0.5868372
71_n5_kl_d2_1_1_895	71_n5_kl_d2_1_1_895.jpg	45	173.644	24.231	139	228	0	0	0	41.976	1	22	53	77.619	7.258	44.411	0.4707566
71_n5_kl_d2_1_1_902	71_n5_kl_d2_1_1_902.jpg	39	167.026	22.647	128	220	0	0	0	38.288	1	12	17	139.236	0.158	38.288	0.4058528
71_n5_kl_d2_1_150_1237	71_n5_kl_d2_1_150_1237.jpg	25	194.16	27.513	150	255	0	0	0	24.698	1	15	18	111.371	0.056	24.698	0.2617988
71_n5_kl_d2_1_150_1350	71_n5_kl_d2_1_150_1350.jpg	19	231.579	5.221	222	241	0	0	0	18.385	1	7	15	22.38	0.038	18.385	0.194881
71_n5_kl_d2_1_150_20	71_n5_kl_d2_1_150_20.jpg	13	213.923	12.196	200	243	0	0	0	12.042	1	16	25	138.366	0.028	12.042	0.1276452
71_n5_kl_d2_1_150_2258	71_n5_kl_d2_1_150_2258.jpg	20	253.35	4.88	236	255	0	0	0	19.235	1	23	26	171.027	2.347	20	0.212
71_n5_kl_d2_1_150_2275	71_n5_kl_d2_1_150_2275.jpg	21	194.714	10.799	185	224	0	0	0	20.809	1	8	21	35.218	0.079	20.809	0.2205754
71_n5_kl_d2_1_150_2323	71_n5_kl_d2_1_150_2323.jpg	15	196.6	25.269	171	255	0	0	0	14.56	1	10	17	15.945	0.014	14.56	0.154336
71_n5_kl_d2_1_150_2466	71_n5_kl_d2_1_150_2466.jpg	29	182.207	41.761	141	255	0	0	0	28.32	1	17	12	132.138	0.068	28.32	0.300192
71_n5_kl_d2_1_150_2545	71_n5_kl_d2_1_150_2545.jpg	28	171.393	10.503	161	203	0	0	0	27.659	1	15	35	49.399	0.049	27.659	0.2931854
71_n5_kl_d2_1_150_2777	71_n5_kl_d2_1_150_2777.jpg	30	192.367	18.602	164	228	0	0	0	29.069	1	13	40	86.055	0.028	29.069	0.3081314
71_n5_kl_d2_1_150_2954	71_n5_kl_d2_1_150_2954.jpg	14	236.429	13.535	222	255	0	0	0	13.928	1	27	27	68.962	0.009	13.928	0.1476368
71_n5_kl_d2_1_150_465	71_n5_kl_d2_1_150_465.jpg	30	222.233	8.012	210	239	0	0	0	29.428	1	8	24	99.782	0.112	29.428	0.3119368
71_n5_kl_d2_1_150_981	71_n5_kl_d2_1_150_981.jpg	17	232.059	12.517	222	255	0	0	0	16.643	1	15	27	32.735	0.068	16.643	0.1764158
71_n5_kl_d2_2_1_132	71_n5_kl_d2_2_1_132.jpg	40	195.55	19.825	173	255	0	0	0	39.661	1	12	54	56.31	0.132	39.661	0.4204066
71_n5_kl_d2_2_1_201	71_n5_kl_d2_2_1_201.jpg	61	199.148	15.704	175	243	0	0	0	60.745	1	15	40	20.225	0.238	60.745	0.643897
71_n5_kl_d2_2_1_226	71_n5_kl_d2_2_1_226.jpg	92	183.217	29.302	135	230	0	0	0	82.807	1	22	40	137.447	19.419	91.446	0.9693276
71_n5_kl_d2_2_1_328	71_n5_kl_d2_2_1_328.jpg	40	184.825	16.447	164	236	0	0	0	39.408	1	13	16	144.293	0.142	39.408	0.4177248
71_n5_kl_d2_2_1_409	71_n5_kl_d2_2_1_409.jpg	99	201.242	18.892	166	238	0	0	0	98.995	1	30	94	45	5.77E-15	98.995	1.049347
71_n5_kl_d2_2_1_486	71_n5_kl_d2_2_1_486.jpg	43	184.442	9.535	170	217	0	0	0	42.379	1	22	55	70.71	0.155	42.379	0.4492174
71_n5_kl_d2_2_1_599	71_n5_kl_d2_2_1_599.jpg	94	189.713	12.593	164	234	0	0	0	93.231	1	23	112	67.286	0.349	93.231	0.9882486
71_n5_kl_d2_2_1_682	71_n5_kl_d2_2_1_682.jpg	33	176.606	20.009	155	236	0	0	0	32.202	1	12	29	25.769	0.13	32.202	0.3413412
71_n5_kl_d2_2_1_688	71_n5_kl_d2_2_1_688.jpg	65	193.246	17.832	164	255	0	0	0	64.008	1	23	75	61.032	0.036	64.008	0.6784848
71_n5_kl_d2_2_1_692	71_n5_kl_d2_2_1_692.jpg	24	205.667	26.575	177	255	0	0	0	23.259	1	12	44	115.463	0.015	23.259	0.2465454
71_n5_kl_d2_2_1_890	71_n5_kl_d2_2_1_890.jpg	22	212	16.033	197	255	0	0	0	21.19	1	25	31	70.71	0.078	21.19	0.224614
71_n5_kl_d2_2_1_9	71_n5_kl_d2_2_1_9.jpg	42	171.452	27.56	137	241	0	0	0	41.881	1	15	13	146.689	0.138	41.881	0.4439386
75_n1_gr_d1_1_10	75_n1_gr_d1_1_10.jpg	150	158.533	36.017	112	242	0	0	0	149.325	1	36	64	16.736	0.615	149.325	1.582845
75_n1_gr_d1_1_103	75_n1_gr_d1_1_103.jpg	674	128.954	20.316	94	190	0	0	0	431.051	1	227	251	132.461	228.854	673.822	7.1425132
75_n1_gr_d1_1_105	75_n1_gr_d1_1_105.jpg	169	190.195	24.884	140	235	0	0	0	168.962	1	58	108	16.504	0.013	168.962	1.7909972
75_n1_gr_d1_1_11	75_n1_gr_d1_1_11.jpg	635	246.274	16.696	169	255	0	0	0	634	1	374	168	90	0	634	6.7204
75_n1_gr_d1_1_113	75_n1_gr_d1_1_113.jpg	167	136.754	37.683	74	209	0	0	0	166.811	1	111	44	153.281	0.637	166.811	1.7681966
75_n1_gr_d1_1_121	75_n1_gr_d1_1_121.jpg	166	122.036	17.834	104	234	0	0	0	165.245	1	122	154	93.122	0.352	165.245	1.751597
75_n1_gr_d1_1_123	75_n1_gr_d1_1_123.jpg	150	116.247	18.787	95	181	0	0	0	149.272	1	69	42	160.837	0.425	149.272	1.5822832
75_n1_gr_d1_1_125	75_n1_gr_d1_1_125.jpg	151	197.642	28.81	149	238	0	0	0	150.217	1	52	139	19.038	0.1	150.217	1.5923002
75_n1_gr_d1_1_128	75_n1_gr_d1_1_128.jpg	127	156.984	30.966	109	242	0	0	0	126.063	1	37	42	178.182	0.4	126.063	1.3362678
75_n1_gr_d1_1_130	75_n1_gr_d1_1_130.jpg	105	172.229	20.95	142	235	0	0	0	104.709	1	49	149	61.477	0.042	104.709	1.1099154
75_n1_gr_d1_1_140	75_n1_gr_d1_1_140.jpg	148	128.061	22.298	97	213	0	0	0	147.177	1	42	41	117.958	0.108	147.177	1.5600762
75_n1_gr_d1_1_146	75_n1_gr_d1_1_146.jpg	200	143.39	31.829	97	255	0	0	0	199.882	1	90	163	15.079	0.276	199.882	2.1187492
75_n1_gr_d1_1_153	75_n1_gr_d1_1_153.jpg	105	134.01	35.056	91	226	0	0	0	104.139	1	58	26	138.504	0.006	104.139	1.1038734
75_n1_gr_d1_1_157	75_n1_gr_d1_1_157.jpg	374	145.84	22.226	102	217	0	0	0	373.28	1	110	483	76.522	0.144	373.28	3.956768
75_n1_gr_d1_1_158	75_n1_gr_d1_1_158.jpg	152	100.441	19.856	83	205	0	0	0	151.819	1	40	238	60.396	0.277	151.819	1.6092814
