object_id	image name	Area	Mean	StdDev	Min	Max	Major	Minor	Angle	Feret	Slice	FeretX	FeretY	FeretAngle	MinFeret	Length (pixel)	Length (mm)
127_n1_gr_d8_1_1_229	127_n1_gr_d8_1_1_229.jpg	315	104.857	25.846	78	205	0	0	0	314.701	1	126	391	86.174	0.955	314.701	3.3358306
127_n1_gr_d8_1_1_246	127_n1_gr_d8_1_1_246.jpg	92	192.826	13.406	153	222	0	0	0	91.049	1	60	60	141.242	0.384	91.049	0.9651194
127_n1_gr_d8_1_1_264	127_n1_gr_d8_1_1_264.jpg	244	109.93	29.796	70	172	0	0	0	243.313	1	72	70	157.018	0.076	243.313	2.5791178
127_n1_gr_d8_1_1_282	127_n1_gr_d8_1_1_282.jpg	287	131.885	24.005	88	237	0	0	0	286.575	1	172	242	100.251	1.244	286.575	3.037695
127_n1_gr_d8_1_1_35	127_n1_gr_d8_1_1_35.jpg	104	215.712	13.936	179	241	0	0	0	103.73	1	48	126	56.004	0.006	103.73	1.099538
127_n1_gr_d8_1_1_48	127_n1_gr_d8_1_1_48.jpg	45	202.489	11.299	185	232	0	0	0	44.944	1	47	84	122.276	0.176	44.944	0.4764064
127_n1_gr_d8_1_1_60	127_n1_gr_d8_1_1_60.jpg	190	121.795	34.721	84	234	0	0	0	189.708	1	60	165	33.606	0.352	189.708	2.0109048
127_n1_gr_d8_1_1_73	127_n1_gr_d8_1_1_73.jpg	237	139.025	12.022	120	189	0	0	0	236.966	1	74	339	73.324	0.728	236.966	2.5118396
127_n1_gr_d8_1_1_85	127_n1_gr_d8_1_1_85.jpg	281	135.221	27.283	87	188	0	0	0	280.665	1	172	109	129.361	0.68	280.665	2.975049
127_n1_gr_d8_2_1_127	127_n1_gr_d8_2_1_127.jpg	31	207.484	13.137	188	235	0	0	0	30.414	1	16	19	133.668	0.089	30.414	0.3223884
127_n1_gr_d8_2_1_14	127_n1_gr_d8_2_1_14.jpg	362	91.572	22.563	65	174	0	0	0	361.311	1	176	227	159.759	1.517	361.311	3.8298966
127_n1_gr_d8_2_1_229	127_n1_gr_d8_2_1_229.jpg	134	181.075	19.293	146	223	0	0	0	133.135	1	42	82	18.843	0.364	133.135	1.411231
127_n1_gr_d8_2_1_278	127_n1_gr_d8_2_1_278.jpg	102	205.422	18.096	162	235	0	0	0	101.922	1	29	45	164.055	0.097	101.922	1.0803732
127_n1_gr_d8_2_1_288	127_n1_gr_d8_2_1_288.jpg	990	219.217	21.647	112	255	0	0	0	897.325	1	110	936	59.606	153.44	989.705	10.490873
127_n1_gr_d8_2_1_320	127_n1_gr_d8_2_1_320.jpg	123	193.309	15.495	163	228	0	0	0	122.674	1	79	128	49.297	0.434	122.674	1.3003444
127_n1_gr_d8_2_1_349	127_n1_gr_d8_2_1_349.jpg	200	169.16	18.664	138	255	0	0	0	199.812	1	124	271	84.832	0.588	199.812	2.1180072
127_n1_gr_d8_2_1_378	127_n1_gr_d8_2_1_378.jpg	62	180.468	24.661	150	230	0	0	0	61.4	1	40	91	59.676	0.189	61.4	0.65084
127_n1_gr_d8_2_1_386	127_n1_gr_d8_2_1_386.jpg	37	157.324	14.763	141	209	0	0	0	36.878	1	16	39	40.601	0.065	36.878	0.3909068
127_n1_gr_d8_2_1_397	127_n1_gr_d8_2_1_397.jpg	191	213.796	20.81	179	255	0	0	0	148.519	1	30	48	121.228	46.625	190.233	2.0164698
127_n1_gr_d8_2_1_404	127_n1_gr_d8_2_1_404.jpg	251	164.785	36.058	111	234	0	0	0	250.32	1	71	399	45.324	0.77	250.32	2.653392
127_n1_gr_d8_3_1_122	127_n1_gr_d8_3_1_122.jpg	96	215.615	16.599	169	255	0	0	0	95.52	1	60	37	160.427	0.122	95.52	1.012512
127_n1_gr_d8_3_1_126	127_n1_gr_d8_3_1_126.jpg	92	155.533	18.638	137	226	0	0	0	91.198	1	23	42	176.228	0.362	91.198	0.9666988
127_n1_gr_d8_3_1_176	127_n1_gr_d8_3_1_176.jpg	2126	186.341	20.276	115	233	0	0	0	2125.22	1	354	2001	51.189	6.996	2125.22	22.527332
127_n1_gr_d8_3_1_230	127_n1_gr_d8_3_1_230.jpg	255	109.412	24.976	83	233	0	0	0	254.348	1	268	265	23.642	0.632	254.348	2.6960888
127_n1_gr_d8_3_1_268	127_n1_gr_d8_3_1_268.jpg	262	201.073	14.707	153	255	0	0	0	226.296	1	40	41	128.541	50.497	261.129	2.7679674
127_n1_gr_d8_3_1_270	127_n1_gr_d8_3_1_270.jpg	266	103.887	23.278	78	255	0	0	0	265.771	1	149	72	157.198	0.917	265.771	2.8171726
127_n1_gr_d8_3_1_276	127_n1_gr_d8_3_1_276.jpg	268	120.933	24.688	85	229	0	0	0	267.884	1	120	155	148.743	1.135	267.884	2.8395704
127_n1_gr_d8_3_1_321	127_n1_gr_d8_3_1_321.jpg	264	107.894	29.189	73	201	0	0	0	263.6	1	69	114	143.174	0.799	263.6	2.79416
127_n1_gr_d8_3_1_40	127_n1_gr_d8_3_1_40.jpg	381	88.861	21.235	59	182	0	0	0	380.043	1	162	223	172.744	1.619	380.043	4.0284558
127_n1_gr_d8_3_1_6	127_n1_gr_d8_3_1_6.jpg	213	186.962	22.4	153	255	0	0	0	212.84	1	107	113	109.201	0.747	212.84	2.256104
127_n1_gr_d8_3_1_61	127_n1_gr_d8_3_1_61.jpg	290	130.676	19.967	104	241	0	0	0	289.318	1	229	199	157.868	0.668	289.318	3.0667708
127_n1_gr_d8_3_1_69	127_n1_gr_d8_3_1_69.jpg	139	133.619	52.353	60	239	0	0	0	138.398	1	37	152	23.416	0.203	138.398	1.4670188
127_n1_gr_d8_4_1_141	127_n1_gr_d8_4_1_141.jpg	198	179.838	18.405	138	242	0	0	0	197.618	1	92	250	67.068	0.234	197.618	2.0947508
127_n1_gr_d8_4_1_168	127_n1_gr_d8_4_1_168.jpg	203	159.793	16.335	138	224	0	0	0	202.388	1	70	284	81.189	0.669	202.388	2.1453128
127_n1_gr_d8_4_1_191	127_n1_gr_d8_4_1_191.jpg	132	209.159	10.911	186	234	0	0	0	131.594	1	29	42	101.395	0.24	131.594	1.3948964
127_n1_gr_d8_4_1_230	127_n1_gr_d8_4_1_230.jpg	189	159.704	24.821	125	255	0	0	0	188.223	1	71	101	165.225	0.741	188.223	1.9951638
127_n1_gr_d8_4_1_240	127_n1_gr_d8_4_1_240.jpg	307	98.915	48.461	47	255	0	0	0	306.493	1	95	92	146.984	0.086	306.493	3.2488258
127_n1_gr_d8_4_1_297	127_n1_gr_d8_4_1_297.jpg	276	120.022	34.033	78	255	0	0	0	275.637	1	220	110	6.248	1.195	275.637	2.9217522
127_n1_gr_d8_4_1_329	127_n1_gr_d8_4_1_329.jpg	298	102.664	25.049	74	195	0	0	0	297.417	1	84	410	52.514	0.071	297.417	3.1526202
127_n1_gr_d8_4_1_38	127_n1_gr_d8_4_1_38.jpg	258	89.601	15.629	76	172	0	0	0	257.775	1	77	300	41.855	0.652	257.775	2.732415
127_n1_gr_d8_4_1_47	127_n1_gr_d8_4_1_47.jpg	252	128.508	23.49	84	189	0	0	0	251.321	1	90	74	156.801	0.871	251.321	2.6640026
127_n1_gr_d8_4_1_7	127_n1_gr_d8_4_1_7.jpg	266	148.711	23.989	96	255	0	0	0	265.771	1	159	169	22.802	0.917	265.771	2.8171726
127_n1_gr_d8_4_1_71	127_n1_gr_d8_4_1_71.jpg	291	91.072	22.285	71	221	0	0	0	290.689	1	169	218	26.565	0.33	290.689	3.0813034
127_n1_kl_d8_1_1_1007	127_n1_kl_d8_1_1_1007.jpg	49	199.612	25.227	167	255	0	0	0	48.826	1	43	56	55.008	0.007	48.826	0.5175556
127_n1_kl_d8_1_1_1041	127_n1_kl_d8_1_1_1041.jpg	38	220.842	15.651	193	241	0	0	0	37.483	1	16	43	43.919	0.053	37.483	0.3973198
127_n1_kl_d8_1_1_105	127_n1_kl_d8_1_1_105.jpg	56	177.446	16.654	160	236	0	0	0	55.227	1	13	21	121.675	0.169	55.227	0.5854062
127_n1_kl_d8_1_1_1060	127_n1_kl_d8_1_1_1060.jpg	70	211.7	11.071	193	242	0	0	0	69.584	1	61	55	7.431	0.083	69.584	0.7375904
127_n1_kl_d8_1_1_1224	127_n1_kl_d8_1_1_1224.jpg	87	185.759	12.881	154	204	0	0	0	86.822	1	74	102	147.225	0.341	86.822	0.9203132
127_n1_kl_d8_1_1_125	127_n1_kl_d8_1_1_125.jpg	306	195.33	16.115	149	255	0	0	0	266.242	1	61	165	24.64	68.728	305.376	3.2369856
127_n1_kl_d8_1_1_1261	127_n1_kl_d8_1_1_1261.jpg	71	173.704	24.601	129	213	0	0	0	70.114	1	63	72	176.73	0.281	70.114	0.7432084
127_n1_kl_d8_1_1_1292	127_n1_kl_d8_1_1_1292.jpg	12	198.75	16.548	181	234	0	0	0	11.662	1	36	22	149.036	0.007	11.662	0.1236172
127_n1_kl_d8_1_1_134	127_n1_kl_d8_1_1_134.jpg	94	178.851	19.645	145	229	0	0	0	93.648	1	42	121	83.254	0.401	93.648	0.9926688
127_n1_kl_d8_1_1_1357	127_n1_kl_d8_1_1_1357.jpg	69	192.304	12.962	158	221	0	0	0	68	1	69	76	28.072	0.086	68	0.7208
127_n1_kl_d8_1_1_1523	127_n1_kl_d8_1_1_1523.jpg	75	181.707	24.246	142	255	0	0	0	67.602	1	11	99	82.349	15.313	74.246	0.7870076
127_n1_kl_d8_1_1_1554	127_n1_kl_d8_1_1_1554.jpg	96	179.271	15.665	145	222	0	0	0	95.802	1	62	113	53.489	0.018	95.802	1.0155012
127_n1_kl_d8_1_1_1558	127_n1_kl_d8_1_1_1558.jpg	31	200.806	8.01	186	217	0	0	0	30.083	1	28	71	68.552	0.027	30.083	0.3188798
127_n1_kl_d8_1_1_28	127_n1_kl_d8_1_1_28.jpg	274	197.186	10.593	173	233	0	0	0	266.011	1	33	48	124.586	28.703	273.794	2.9022164
127_n1_kl_d8_1_1_322	127_n1_kl_d8_1_1_322.jpg	101	188.564	15.326	158	219	0	0	0	100.245	1	66	40	161.384	0.202	100.245	1.062597
127_n1_kl_d8_1_1_335	127_n1_kl_d8_1_1_335.jpg	46	199.043	9.085	185	233	0	0	0	45.354	1	22	37	165.964	0.029	45.354	0.4807524
127_n1_kl_d8_1_1_370	127_n1_kl_d8_1_1_370.jpg	73	221.096	12.763	187	237	0	0	0	72.25	1	77	34	94.764	0.298	72.25	0.76585
127_n1_kl_d8_1_1_392	127_n1_kl_d8_1_1_392.jpg	93	201.968	15.803	172	239	0	0	0	92.477	1	28	156	68.429	0.115	92.477	0.9802562
127_n1_kl_d8_1_1_439	127_n1_kl_d8_1_1_439.jpg	35	183.686	23.511	147	255	0	0	0	34.928	1	28	19	166.759	0.147	34.928	0.3702368
127_n1_kl_d8_1_1_537	127_n1_kl_d8_1_1_537.jpg	78	185.205	15.673	156	217	0	0	0	77.026	1	55	103	88.512	0.016	77.026	0.8164756
127_n1_kl_d8_1_1_634	127_n1_kl_d8_1_1_634.jpg	72	196.597	15.969	166	255	0	0	0	71.449	1	40	65	6.429	0.089	71.449	0.7573594
127_n1_kl_d8_1_1_65	127_n1_kl_d8_1_1_65.jpg	68	200.868	14.38	175	237	0	0	0	67.476	1	21	81	39.588	0.104	67.476	0.7152456
127_n1_kl_d8_1_1_709	127_n1_kl_d8_1_1_709.jpg	74	195.122	15.13	160	220	0	0	0	73.682	1	43	39	97.8	0.257	73.682	0.7810292
127_n1_kl_d8_1_1_717	127_n1_kl_d8_1_1_717.jpg	101	158.436	15.53	133	216	0	0	0	100.603	1	59	105	6.277	0.391	100.603	1.0663918
127_n1_kl_d8_1_1_805	127_n1_kl_d8_1_1_805.jpg	90	188.333	20.657	145	230	0	0	0	89.894	1	67	29	152.865	0.212	89.894	0.9528764
127_n1_kl_d8_1_1_818	127_n1_kl_d8_1_1_818.jpg	62	167.79	20.7	145	240	0	0	0	61.612	1	19	60	35.754	0.265	61.612	0.6530872
127_n1_kl_d8_1_1_930	127_n1_kl_d8_1_1_930.jpg	159	183.371	14.094	159	240	0	0	0	157.099	1	35	83	21.666	8.066	158.166	1.6765596
127_n1_kl_d8_1_150_1790	127_n1_kl_d8_1_150_1790.jpg	23	177.217	34.688	144	255	0	0	0	22.361	1	8	28	63.435	0.025	22.361	0.2370266
127_n1_kl_d8_1_150_1846	127_n1_kl_d8_1_150_1846.jpg	20	178.8	17.57	162	221	0	0	0	19.416	1	11	23	55.491	0.003	19.416	0.2058096
127_n1_kl_d8_1_150_2429	127_n1_kl_d8_1_150_2429.jpg	21	189.048	6.249	176	199	0	0	0	20.809	1	21	27	35.218	0.079	20.809	0.2205754
127_n1_kl_d8_1_150_2573	127_n1_kl_d8_1_150_2573.jpg	27	202.148	12.334	180	240	0	0	0	26	1	13	23	0	0	26	0.2756
127_n1_kl_d8_1_150_2653	127_n1_kl_d8_1_150_2653.jpg	17	235.353	10.787	214	255	0	0	0	16.155	1	19	11	158.199	0.056	16.155	0.171243
127_n1_kl_d8_1_150_3281	127_n1_kl_d8_1_150_3281.jpg	28	202.107	11.11	185	222	0	0	0	27.203	1	12	34	72.897	0.049	27.203	0.2883518
127_n1_kl_d8_1_150_3400	127_n1_kl_d8_1_150_3400.jpg	30	182.867	22.302	163	255	0	0	0	29.069	1	17	22	3.945	0.028	29.069	0.3081314
127_n1_kl_d8_1_150_501	127_n1_kl_d8_1_150_501.jpg	27	197.815	22.624	168	233	0	0	0	26.926	1	10	35	58.671	0.081	26.926	0.2854156
127_n1_kl_d8_1_150_750	127_n1_kl_d8_1_150_750.jpg	22	196.409	9.256	180	220	0	0	0	21.401	1	16	29	52.595	0.035	21.401	0.2268506
127_n1_kl_d8_2_1_12	127_n1_kl_d8_2_1_12.jpg	25	213.08	19.179	159	236	0	0	0	24.187	1	66	71	82.875	0.053	24.187	0.2563822
127_n1_kl_d8_2_1_1275	127_n1_kl_d8_2_1_1275.jpg	44	169.545	19.511	148	239	0	0	0	43.863	1	10	46	46.848	0.117	43.863	0.4649478
127_n1_kl_d8_2_1_1363	127_n1_kl_d8_2_1_1363.jpg	81	154.062	16.203	133	233	0	0	0	80.1	1	36	87	92.862	0.192	80.1	0.84906
127_n1_kl_d8_2_1_1547	127_n1_kl_d8_2_1_1547.jpg	64	156.906	33.37	116	241	0	0	0	63.159	1	17	44	156.682	0.201	63.159	0.6694854
127_n1_kl_d8_2_1_1650	127_n1_kl_d8_2_1_1650.jpg	50	180.94	12.572	163	223	0	0	0	49.93	1	25	46	32.735	0.205	49.93	0.529258
127_n1_kl_d8_2_1_168	127_n1_kl_d8_2_1_168.jpg	40	209.275	10.945	189	242	0	0	0	39.825	1	26	31	118.496	0.003	39.825	0.422145
127_n1_kl_d8_2_1_1798	127_n1_kl_d8_2_1_1798.jpg	39	136.385	31.235	103	215	0	0	0	38.013	1	44	34	26.565	0.043	38.013	0.4029378
127_n1_kl_d8_2_1_205	127_n1_kl_d8_2_1_205.jpg	72	166.083	18.874	133	213	0	0	0	71.568	1	15	94	74.604	0.13	71.568	0.7586208
127_n1_kl_d8_2_1_272	127_n1_kl_d8_2_1_272.jpg	91	182.484	23.49	139	225	0	0	0	90.521	1	28	46	16.032	0.051	90.521	0.9595226
127_n1_kl_d8_2_1_298	127_n1_kl_d8_2_1_298.jpg	58	185.431	26.271	152	255	0	0	0	57.454	1	10	15	148.523	0.023	57.454	0.6090124
127_n1_kl_d8_2_1_305	127_n1_kl_d8_2_1_305.jpg	27	144.852	18.193	120	175	0	0	0	26.87	1	13	13	135	1.72E-15	26.87	0.284822
127_n1_kl_d8_2_1_411	127_n1_kl_d8_2_1_411.jpg	95	195.832	11.423	165	220	0	0	0	94.34	1	31	72	4.865	0.223	94.34	1.000004
127_n1_kl_d8_2_1_477	127_n1_kl_d8_2_1_477.jpg	42	189.69	10.038	171	227	0	0	0	41.485	1	12	27	15.376	0.09	41.485	0.439741
127_n1_kl_d8_2_1_613	127_n1_kl_d8_2_1_613.jpg	78	181.192	23.714	129	243	0	0	0	77.936	1	35	82	56.514	0.019	77.936	0.8261216
127_n1_kl_d8_2_1_646	127_n1_kl_d8_2_1_646.jpg	90	153.478	24.398	129	236	0	0	0	89.889	1	42	43	147.724	0.352	89.889	0.9528234
127_n1_kl_d8_2_1_653	127_n1_kl_d8_2_1_653.jpg	96	197.792	15.491	154	228	0	0	0	95.189	1	65	38	148.314	0.31	95.189	1.0090034
127_n1_kl_d8_2_1_662	127_n1_kl_d8_2_1_662.jpg	65	187.708	17.581	139	215	0	0	0	64.14	1	56	113	59.036	0.041	64.14	0.679884
127_n1_kl_d8_2_1_720	127_n1_kl_d8_2_1_720.jpg	46	191.065	6.513	176	209	0	0	0	45.354	1	29	16	165.964	0.029	45.354	0.4807524
127_n1_kl_d8_2_1_84	127_n1_kl_d8_2_1_84.jpg	46	196.652	11.239	180	232	0	0	0	45.804	1	34	23	143.881	0.095	45.804	0.4855224
127_n1_kl_d8_2_1_868	127_n1_kl_d8_2_1_868.jpg	84	195.226	19.801	162	232	0	0	0	83.815	1	32	25	125.776	0.328	83.815	0.888439
127_n1_kl_d8_2_1_908	127_n1_kl_d8_2_1_908.jpg	100	198.18	16.109	172	226	0	0	0	99.624	1	25	173	70.656	0.271	99.624	1.0560144
127_n2_gr_d4_1_1_13	127_n2_gr_d4_1_1_13.jpg	232	131.237	26.134	98	215	0	0	0	231.002	1	75	324	89.752	1	231.002	2.4486212
127_n2_gr_d4_1_1_132	127_n2_gr_d4_1_1_132.jpg	246	172.565	16.687	134	213	0	0	0	245.837	1	101	241	129.388	0.481	245.837	2.6058722
127_n2_gr_d4_1_1_189	127_n2_gr_d4_1_1_189.jpg	222	142.892	29.02	97	224	0	0	0	221.635	1	94	234	39.508	0.03	221.635	2.349331
127_n2_gr_d4_1_1_206	127_n2_gr_d4_1_1_206.jpg	237	115.772	35.363	85	255	0	0	0	236.136	1	69	120	153.869	0.54	236.136	2.5030416
127_n2_gr_d4_1_1_228	127_n2_gr_d4_1_1_228.jpg	271	171.476	24.405	132	255	0	0	0	270.067	1	166	153	178.727	1.07	270.067	2.8627102
127_n2_gr_d4_1_1_263	127_n2_gr_d4_1_1_263.jpg	254	105.386	32.435	66	202	0	0	0	253.16	1	93	325	69.417	0.365	253.16	2.683496
127_n2_gr_d4_1_1_270	127_n2_gr_d4_1_1_270.jpg	1012	210.959	15.069	164	255	0	0	0	986.14	1	162	161	129.858	85.538	1011.82	10.725292
127_n2_gr_d4_1_1_28	127_n2_gr_d4_1_1_28.jpg	57	201.07	12.353	184	232	0	0	0	56.321	1	25	13	163.496	0.004	56.321	0.5970026
127_n2_gr_d4_1_1_299	127_n2_gr_d4_1_1_299.jpg	241	111.178	25.273	70	174	0	0	0	240.601	1	177	213	116.672	0.72	240.601	2.5503706
127_n2_gr_d4_1_1_301	127_n2_gr_d4_1_1_301.jpg	48	215.042	18.495	185	255	0	0	0	47.508	1	46	60	40.732	0.192	47.508	0.5035848
127_n2_gr_d4_1_1_313	127_n2_gr_d4_1_1_313.jpg	62	190.839	17.725	164	230	0	0	0	61.62	1	56	54	131.711	0.227	61.62	0.653172
127_n2_gr_d4_1_1_4	127_n2_gr_d4_1_1_4.jpg	103	190.553	18.099	157	234	0	0	0	102.391	1	73	42	167.593	0.165	102.391	1.0853446
127_n2_gr_d4_1_1_92	127_n2_gr_d4_1_1_92.jpg	13	170.615	25.536	142	226	0	0	0	12.728	1	16	27	135	8.33E-16	12.728	0.1349168
127_n2_gr_d4_2_1_107	127_n2_gr_d4_2_1_107.jpg	194	121.928	32.498	82	243	0	0	0	193.373	1	180	70	3.558	0.195	193.373	2.0497538
127_n2_gr_d4_2_1_164	127_n2_gr_d4_2_1_164.jpg	324	81.704	19.581	60	225	0	0	0	323.487	1	197	169	149.948	0.296	323.487	3.4289622
127_n2_gr_d4_2_1_20	127_n2_gr_d4_2_1_20.jpg	91	187.714	18.733	152	237	0	0	0	90.211	1	20	32	121.399	0.158	90.211	0.9562366
127_n2_gr_d4_2_1_252	127_n2_gr_d4_2_1_252.jpg	132	180.538	15.309	153	225	0	0	0	131.605	1	71	230	73.217	0.499	131.605	1.395013
127_n2_gr_d4_2_1_262	127_n2_gr_d4_2_1_262.jpg	2239	190.279	24.671	110	223	0	0	0	2149.791	1	152	2608	82.624	206.501	2238.468	23.7277608
127_n2_gr_d4_2_1_281	127_n2_gr_d4_2_1_281.jpg	28	206.536	8.058	193	222	0	0	0	27.203	1	9	40	53.973	0.013	27.203	0.2883518
127_n2_gr_d4_2_1_54	127_n2_gr_d4_2_1_54.jpg	193	122.829	37.095	88	221	0	0	0	192.2	1	78	268	36.751	0.836	192.2	2.03732
127_n2_gr_d4_2_1_66	127_n2_gr_d4_2_1_66.jpg	236	147.008	15.189	130	190	0	0	0	235.262	1	137	225	14.273	0.934	235.262	2.4937772
127_n2_gr_d4_3_1_102	127_n2_gr_d4_3_1_102.jpg	298	142.017	22.828	109	213	0	0	0	297.136	1	153	255	35.134	0.696	297.136	3.1496416
127_n2_gr_d4_3_1_148	127_n2_gr_d4_3_1_148.jpg	266	133.996	39.581	74	235	0	0	0	265.505	1	156	153	132.099	0.461	265.505	2.814353
127_n2_gr_d4_3_1_165	127_n2_gr_d4_3_1_165.jpg	205	112.4	21.471	86	181	0	0	0	204.475	1	131	177	20.917	0.297	204.475	2.167435
127_n2_gr_d4_3_1_171	127_n2_gr_d4_3_1_171.jpg	184	134.772	37.433	90	231	0	0	0	183.439	1	122	241	54.317	0.586	183.439	1.9444534
127_n2_gr_d4_3_1_211	127_n2_gr_d4_3_1_211.jpg	67	194.94	19.11	164	225	0	0	0	66.573	1	28	30	122.735	0.273	66.573	0.7056738
127_n2_gr_d4_3_1_244	127_n2_gr_d4_3_1_244.jpg	125	195.528	14.359	160	222	0	0	0	124.016	1	43	40	179.076	0.164	124.016	1.3145696
127_n2_gr_d4_3_1_263	127_n2_gr_d4_3_1_263.jpg	310	75.274	22.622	54	159	0	0	0	309.864	1	93	77	129.237	1.284	309.864	3.2845584
127_n2_gr_d4_3_1_27	127_n2_gr_d4_3_1_27.jpg	247	136.146	36.9	82	222	0	0	0	246.288	1	151	128	15.786	0.922	246.288	2.6106528
127_n2_gr_d4_3_1_292	127_n2_gr_d4_3_1_292.jpg	102	185.324	19.682	149	241	0	0	0	101.356	1	47	69	30.867	0.236	101.356	1.0743736
127_n2_gr_d4_3_1_302	127_n2_gr_d4_3_1_302.jpg	110	182.382	20.81	135	239	0	0	0	109.371	1	50	143	85.28	0.42	109.371	1.1593326
127_n2_gr_d4_3_1_304	127_n2_gr_d4_3_1_304.jpg	252	99.722	23.279	80	225	0	0	0	251.448	1	87	175	176.58	0.351	251.448	2.6653488
127_n2_gr_d4_3_1_313	127_n2_gr_d4_3_1_313.jpg	128	207.852	12.099	182	232	0	0	0	127.781	1	43	102	17.301	0.445	127.781	1.3544786
127_n2_gr_d4_3_1_85	127_n2_gr_d4_3_1_85.jpg	247	135.219	23.061	92	202	0	0	0	246.077	1	96	105	5.363	0.588	246.077	2.6084162
127_n2_gr_d4_4_1_100	127_n2_gr_d4_4_1_100.jpg	132	183.227	22.695	129	255	0	0	0	131.746	1	92	31	173.9	0.23	131.746	1.3965076
127_n2_gr_d4_4_1_172	127_n2_gr_d4_4_1_172.jpg	186	126.457	36.613	82	226	0	0	0	185.785	1	133	416	75.665	0.534	185.785	1.969321
127_n2_gr_d4_4_1_19	127_n2_gr_d4_4_1_19.jpg	72	140.778	34.26	110	255	0	0	0	71.309	1	35	84	67.751	0.31	71.309	0.7558754
127_n2_gr_d4_4_1_241	127_n2_gr_d4_4_1_241.jpg	200	159.41	14.22	130	211	0	0	0	199.642	1	80	118	4.597	0.337	199.642	2.1162052
127_n2_gr_d4_4_1_272	127_n2_gr_d4_4_1_272.jpg	275	115.629	31.071	76	175	0	0	0	274.303	1	255	81	151.473	0.13	274.303	2.9076118
127_n2_gr_d4_4_1_280	127_n2_gr_d4_4_1_280.jpg	118	159.729	21.239	123	200	0	0	0	117.992	1	67	44	148.87	0.268	117.992	1.2507152
127_n2_gr_d4_4_1_300	127_n2_gr_d4_4_1_300.jpg	378	135.929	36.801	83	217	0	0	0	303.152	1	192	284	9.493	100.065	377.274	3.9991044
127_n2_gr_d4_4_1_358	127_n2_gr_d4_4_1_358.jpg	71	182.465	23.798	145	230	0	0	0	70.88	1	46	85	73.61	0.137	70.88	0.751328
127_n2_gr_d4_4_1_52	127_n2_gr_d4_4_1_52.jpg	279	213.728	12.861	172	230	0	0	0	270.03	1	78	23	179.151	32.002	278.856	2.9558736
127_n2_gr_d4_4_1_66	127_n2_gr_d4_4_1_66.jpg	147	183.51	13.116	155	225	0	0	0	146.031	1	102	63	164.917	0.212	146.031	1.5479286
127_n2_gr_d4_4_1_82	127_n2_gr_d4_4_1_82.jpg	270	97.259	15.36	77	161	0	0	0	269.416	1	73	150	172.321	0.842	269.416	2.8558096
127_n2_gr_d4_4_1_85	127_n2_gr_d4_4_1_85.jpg	47	219.298	22.259	183	255	0	0	0	46.4	1	11	51	52.883	0.095	46.4	0.49184
127_n2_kl_d4_1_1_1225	127_n2_kl_d4_1_1_1225.jpg	75	158.467	8.44	142	182	0	0	0	74.095	1	27	52	148.241	0.311	74.095	0.785407
127_n2_kl_d4_1_1_1371	127_n2_kl_d4_1_1_1371.jpg	41	153.756	27.801	113	215	0	0	0	40.311	1	18	15	113.385	0.081	40.311	0.4272966
127_n2_kl_d4_1_1_324	127_n2_kl_d4_1_1_324.jpg	54	173.537	25.805	140	255	0	0	0	53.038	1	30	74	45.764	0.219	53.038	0.5622028
127_n2_kl_d4_1_1_371	127_n2_kl_d4_1_1_371.jpg	38	153.158	14.155	137	203	0	0	0	37.121	1	11	44	62.745	0.159	37.121	0.3934826
127_n2_kl_d4_1_1_57	127_n2_kl_d4_1_1_57.jpg	43	141.419	12.715	126	182	0	0	0	42.953	1	51	64	77.905	0.071	42.953	0.4553018
127_n2_kl_d4_1_1_597	127_n2_kl_d4_1_1_597.jpg	43	137.023	8.049	125	169	0	0	0	42.048	1	41	83	2.726	0.166	42.048	0.4457088
127_n2_kl_d4_1_1_64	127_n2_kl_d4_1_1_64.jpg	34	156.206	18.831	134	220	0	0	0	33.615	1	23	40	59.621	0.071	33.615	0.356319
127_n2_kl_d4_1_1_867	127_n2_kl_d4_1_1_867.jpg	39	170.333	20.946	136	212	0	0	0	38.833	1	12	21	11.889	0.075	38.833	0.4116298
127_n2_kl_d4_1_1_89	127_n2_kl_d4_1_1_89.jpg	255	148.949	31.388	92	239	0	0	0	246.398	1	13	57	93.257	32.453	254.693	2.6997458
127_n2_kl_d4_1_150_1304	127_n2_kl_d4_1_150_1304.jpg	28	176.214	10.082	163	196	0	0	0	27.295	1	8	12	118.443	0.027	27.295	0.289327
127_n2_kl_d4_1_150_2188	127_n2_kl_d4_1_150_2188.jpg	23	157.174	24.747	131	226	0	0	0	22	1	18	31	0	0	22	0.2332
127_n2_kl_d4_1_150_2643	127_n2_kl_d4_1_150_2643.jpg	31	183.774	9.807	168	208	0	0	0	30.265	1	9	42	82.405	0.05	30.265	0.320809
127_n2_kl_d4_1_150_2919	127_n2_kl_d4_1_150_2919.jpg	13	195.462	28.814	164	241	0	0	0	12.806	1	56	47	128.66	0.036	12.806	0.1357436
127_n2_kl_d4_1_150_3224	127_n2_kl_d4_1_150_3224.jpg	28	137.107	20.318	118	204	0	0	0	27.659	1	17	44	77.471	0.014	27.659	0.2931854
127_n2_kl_d4_1_150_3226	127_n2_kl_d4_1_150_3226.jpg	28	147.821	31.434	119	235	0	0	0	27.313	1	15	47	23.749	0.119	27.313	0.2895178
